gene	TGFb_t24_FDR	TGFb_t24_logFC	TGFb_t48_FDR	TGFb_t48_logFC	TGFb_t72_FDR	TGFb_t72_logFC	Thrombin_t24_FDR	Thrombin_t24_logFC	Thrombin_t48_FDR	Thrombin_t48_logFC	Thrombin_t72_FDR	Thrombin_t72_logFC
ENSG00000039537	 8.544e-07	-1.717e+00	 8.588e-47	-1.269e+00	1.297e-167	-2.867e+00	 7.285e-07	-1.834e+00	2.469e-180	-2.805e+00	 0.000e+00	-5.114e+00
ENSG00000103319					 2.857e-89	-1.099e+00					4.175e-132	-1.537e+00
ENSG00000149260					 4.872e-90	-1.132e+00			 1.526e-84	-1.005e+00	1.504e-149	-1.602e+00
ENSG00000144485	 4.520e-17	 1.004e+00			 1.943e-25	 1.274e+00					 1.542e-35	 1.360e+00
ENSG00000136986											5.148e-112	 1.009e+00
ENSG00000166401					1.810e-141	 1.992e+00			 9.299e-78	 1.003e+00	4.292e-298	 2.353e+00
ENSG00000100629					 8.811e-11	-1.189e+00					 7.801e-13	-1.349e+00
ENSG00000269388									 3.318e-14	-1.138e+00	 8.507e-11	-1.205e+00
ENSG00000166483					 1.039e-73	-1.187e+00					1.849e-107	-1.483e+00
ENSG00000184995			 3.239e-17	 1.964e+00	 1.997e-67	 2.488e+00			 1.630e-06	 1.032e+00	 1.721e-24	 1.639e+00
ENSG00000166889					6.262e-118	 1.216e+00					6.280e-158	 1.358e+00
ENSG00000229212					 8.642e-10	 1.219e+00					 1.054e-16	 1.546e+00
ENSG00000170312					 3.848e-31	-2.732e+00					 1.334e-32	-2.450e+00
ENSG00000182168											7.381e-147	-1.737e+00
ENSG00000100344					 9.800e-60	-1.591e+00					 8.522e-43	-1.206e+00
ENSG00000156453			 3.631e-87	 2.575e+00	1.192e-241	 1.883e+00	 1.916e-13	 1.091e+00	 0.000e+00	 3.833e+00	 0.000e+00	 2.663e+00
ENSG00000185112					 1.728e-30	-1.060e+00					 1.319e-41	-1.152e+00
ENSG00000090889					 1.002e-14	-1.464e+00					 1.626e-15	-1.463e+00
ENSG00000214184			 3.091e-06	 1.249e+00					 8.491e-07	 1.167e+00		
ENSG00000170558			5.018e-118	 1.211e+00	4.036e-125	 1.679e+00			 0.000e+00	 1.814e+00	 2.413e-95	 1.580e+00
ENSG00000117724					 9.032e-58	-2.391e+00			 1.729e-85	 1.062e+00	 3.772e-51	-2.291e+00
ENSG00000138316			 6.158e-49	-1.483e+00	3.805e-172	-3.426e+00			8.571e-120	-1.215e+00	6.581e-154	-2.842e+00
ENSG00000135312									 2.091e-11	 1.412e+00		
ENSG00000238260	 5.777e-06	-1.218e+00					 5.311e-05	-1.091e+00	 8.474e-05	-1.073e+00	 2.849e-07	-1.657e+00
ENSG00000267662											 2.603e-05	-1.214e+00
ENSG00000238142											 9.195e-17	-1.149e+00
ENSG00000112425											 2.010e-45	 1.190e+00
ENSG00000110852									 4.856e-56	-1.052e+00		
ENSG00000272760									 1.638e-09	-1.066e+00		
ENSG00000003989					 1.580e-73	 1.092e+00					 1.713e-54	 1.002e+00
ENSG00000282057							 4.311e-14	 1.513e+00	 5.588e-39	 1.771e+00		
ENSG00000215154					 2.003e-28	 1.162e+00					 7.074e-37	 1.208e+00
ENSG00000169826											 8.634e-69	 1.048e+00
ENSG00000203805	 2.587e-40	 1.571e+00	 1.785e-15	 1.084e+00							 7.649e-10	-1.158e+00
ENSG00000135407	 2.223e-20	-1.197e+00							 3.472e-82	-1.476e+00		
ENSG00000130766			 0.000e+00	 2.090e+00	6.879e-113	 1.167e+00			 0.000e+00	 2.293e+00	 3.040e-93	 1.076e+00
ENSG00000163040					 5.772e-43	-1.486e+00					 2.118e-62	-1.771e+00
ENSG00000273253					 5.205e-14	-1.405e+00			 5.244e-19	-1.057e+00	 9.891e-35	-2.440e+00
ENSG00000261220			 1.246e-05	-1.013e+00	 9.872e-09	-1.014e+00					 1.236e-11	-1.365e+00
ENSG00000161714											 2.852e-54	-1.039e+00
ENSG00000101412					 8.289e-25	-2.246e+00					 9.330e-25	-2.116e+00
ENSG00000100739	 9.013e-15	 1.175e+00										
ENSG00000162062					 1.978e-07	-1.208e+00					 4.626e-08	-1.551e+00
ENSG00000160917					 1.680e-86	 1.054e+00					 9.388e-92	 1.154e+00
ENSG00000129315											 2.235e-91	 1.084e+00
ENSG00000132688					 2.306e-53	-1.375e+00					 3.864e-79	-1.606e+00
ENSG00000104081					3.866e-158	-2.431e+00			2.950e-104	-2.073e+00	 0.000e+00	-4.007e+00
ENSG00000135636	 1.425e-51	-1.071e+00									 9.952e-85	 1.457e+00
ENSG00000115414			4.856e-167	 1.168e+00	 7.901e-56	 1.710e+00					 3.632e-31	 1.289e+00
ENSG00000067057									3.125e-256	 1.263e+00		
ENSG00000204389			 3.118e-59	-1.326e+00	7.698e-126	-2.111e+00			 1.161e-73	-1.328e+00	5.236e-173	-2.410e+00
ENSG00000269893					1.435e-103	 1.569e+00			2.665e-133	 1.221e+00	6.073e-130	 1.783e+00
ENSG00000003137	 6.983e-21	-1.059e+00	 4.303e-17	-1.180e+00	 3.768e-37	-2.002e+00	 4.281e-34	-1.462e+00	 4.344e-86	-2.767e+00	 6.046e-30	-1.746e+00
ENSG00000146950											 2.542e-20	-1.032e+00
ENSG00000113790											 5.252e-32	-1.099e+00
ENSG00000206190			 2.675e-39	 1.073e+00								
ENSG00000162772					1.485e-290	 3.097e+00			4.854e-123	 1.643e+00	 0.000e+00	 3.545e+00
ENSG00000010295											3.494e-138	-1.323e+00
ENSG00000126218	 4.333e-13	-1.071e+00			 1.841e-60	-1.664e+00			 2.002e-62	-1.107e+00	 1.572e-56	-1.467e+00
ENSG00000123689	2.423e-154	-1.341e+00										
ENSG00000145777	 1.748e-45	-1.523e+00			 9.436e-68	 1.601e+00					1.119e-128	 2.070e+00
ENSG00000116761			 8.904e-70	 1.941e+00					6.168e-275	 2.393e+00		
ENSG00000170485			3.289e-106	 1.191e+00					1.969e-265	 1.658e+00		
ENSG00000243477											 4.966e-40	-1.691e+00
ENSG00000065057											 2.801e-35	-1.268e+00
ENSG00000135842									3.603e-250	 1.495e+00	 3.064e-82	 1.071e+00
ENSG00000071537											 1.157e-93	 1.079e+00
ENSG00000121073											 3.915e-92	 1.110e+00
ENSG00000188042					 4.479e-69	 1.023e+00						
ENSG00000150593					 1.452e-80	-1.155e+00			2.032e-191	-1.396e+00	 1.823e-94	-1.320e+00
ENSG00000147650									2.731e-126	 1.101e+00	 6.108e-63	 1.037e+00
ENSG00000197635			1.179e-125	-1.022e+00	5.926e-105	-1.133e+00					 7.941e-99	-1.086e+00
ENSG00000102316											 5.733e-77	-1.053e+00
ENSG00000235109	 2.120e-22	-1.035e+00			 2.194e-21	-1.226e+00	 6.932e-23	-1.168e+00	 2.161e-42	-1.327e+00		
ENSG00000095383									1.079e-111	 1.026e+00		
ENSG00000168016	6.108e-111	-1.244e+00										
ENSG00000173535					 2.012e-69	 2.009e+00					5.116e-170	 2.783e+00
ENSG00000117410											 1.388e-84	 1.005e+00
ENSG00000271614					 1.184e-16	 1.676e+00					 8.177e-14	 1.507e+00
ENSG00000069482	 2.118e-76	 1.542e+00										
ENSG00000078081	 1.037e-07	-1.612e+00			 0.000e+00	 4.289e+00			 3.331e-77	 3.876e+00	 0.000e+00	 5.138e+00
ENSG00000105655											 1.048e-54	-1.173e+00
ENSG00000247240					 3.985e-09	-1.206e+00					 1.708e-12	-1.446e+00
ENSG00000156140					 7.918e-11	-1.156e+00			 2.968e-19	-1.005e+00	 3.078e-20	-1.702e+00
ENSG00000263934			 2.045e-09	-1.868e+00	 8.983e-07	-1.478e+00			 1.464e-13	-1.673e+00		
ENSG00000164070					 4.228e-83	 1.996e+00					2.207e-104	 2.038e+00
ENSG00000163071					6.270e-256	 1.846e+00					1.362e-237	 1.902e+00
ENSG00000135002											 2.346e-92	 1.226e+00
ENSG00000139329					6.328e-133	-1.425e+00			6.805e-176	-1.529e+00	 0.000e+00	-2.740e+00
ENSG00000160867					 1.212e-44	-1.361e+00						
ENSG00000125967					 2.287e-65	-1.385e+00					 2.431e-95	-1.736e+00
ENSG00000099251					 6.571e-13	-1.117e+00						
ENSG00000113742					 0.000e+00	 1.872e+00					 0.000e+00	 2.246e+00
ENSG00000124875			 9.276e-70	 1.996e+00								
ENSG00000072041			 7.020e-45	 1.131e+00	2.317e-115	 1.318e+00			1.186e-145	 1.711e+00	2.763e-209	 1.757e+00
ENSG00000168502					 1.520e-73	-1.059e+00						
ENSG00000263528											 8.669e-51	-1.220e+00
ENSG00000160323	 2.513e-20	-1.337e+00							 5.976e-58	-1.248e+00		
ENSG00000134108											5.181e-113	 1.151e+00
ENSG00000279673									 3.876e-14	 1.146e+00		
ENSG00000196449					 1.037e-53	 1.047e+00					 4.729e-90	 1.384e+00
ENSG00000061918			 2.047e-15	-1.167e+00	 7.625e-20	-1.455e+00			 9.611e-40	-1.609e+00	 6.800e-40	-2.426e+00
ENSG00000143367			 8.688e-81	 1.665e+00	1.285e-157	 1.892e+00			1.677e-170	 2.228e+00	8.477e-213	 2.078e+00
ENSG00000174939					 5.419e-51	-1.345e+00					 1.407e-64	-1.519e+00
ENSG00000171241					 1.641e-31	-2.594e+00					 5.342e-36	-2.693e+00
ENSG00000172137	 9.269e-16	 2.589e+00			 9.602e-62	 5.183e+00					 3.491e-60	 5.236e+00
ENSG00000185404					 3.584e-61	 1.198e+00					 4.825e-90	 1.291e+00
ENSG00000111859							 5.838e-64	 2.159e+00	 0.000e+00	 2.344e+00		
ENSG00000127423					 1.605e-07	-2.835e+00					 2.118e-06	-2.606e+00
ENSG00000111640					 5.284e-47	-1.082e+00						
ENSG00000065802					2.568e-151	 2.062e+00			1.307e-236	 1.512e+00	9.984e-219	 2.501e+00
ENSG00000126705					 1.425e-76	-1.239e+00					1.371e-114	-1.508e+00
ENSG00000116791											 7.935e-40	-1.032e+00
ENSG00000185022					 1.028e-71	 1.432e+00			4.124e-243	 1.971e+00	7.675e-164	 2.197e+00
ENSG00000140945											2.057e-162	 1.428e+00
ENSG00000169908			2.457e-131	-1.147e+00	 0.000e+00	-3.008e+00					 0.000e+00	-2.798e+00
ENSG00000197599	 1.050e-05	-1.387e+00									 7.854e-18	 1.445e+00
ENSG00000154319					 3.637e-50	 1.006e+00			 0.000e+00	 2.200e+00	 3.086e-88	 1.374e+00
ENSG00000127314					 1.499e-94	 1.064e+00					1.056e-135	 1.251e+00
ENSG00000280149									 3.394e-05	-1.073e+00		
ENSG00000101447					 1.428e-36	-1.821e+00					 3.762e-62	-2.517e+00
ENSG00000187634	 7.911e-17	 1.242e+00	 1.518e-28	 1.526e+00			 6.815e-08	 1.161e+00			 1.016e-40	-1.736e+00
ENSG00000160179					 1.102e-90	 2.099e+00			7.065e-217	 1.761e+00	1.333e-112	 2.396e+00
ENSG00000179104			 5.051e-47	-1.329e+00	 2.587e-17	-1.028e+00			 2.162e-80	-1.454e+00	 1.740e-19	-1.073e+00
ENSG00000267681					 9.239e-08	 1.153e+00					 7.235e-07	 1.139e+00
ENSG00000230202											 7.261e-08	-1.110e+00
ENSG00000208035					 8.666e-29	-2.483e+00					 2.096e-35	-3.212e+00
ENSG00000088340	 1.377e-12	-1.031e+00			6.130e-214	-3.038e+00			 1.517e-42	-1.011e+00	1.906e-160	-2.429e+00
ENSG00000273129					 4.050e-11	 1.370e+00			 7.992e-05	 1.181e+00		
ENSG00000008513			1.629e-140	-1.162e+00								
ENSG00000107317			 7.179e-47	-1.140e+00	2.613e-122	-1.778e+00			2.104e-139	-1.737e+00	 0.000e+00	-2.785e+00
ENSG00000147465	 5.204e-64	-1.443e+00	 1.387e-27	-1.048e+00	 2.932e-11	-1.818e+00			2.997e-119	-2.663e+00	 4.209e-28	-2.911e+00
ENSG00000207279					 3.080e-05	-2.225e+00					 9.014e-05	-1.916e+00
ENSG00000145050											 4.342e-86	 1.119e+00
ENSG00000138160					 9.539e-36	-1.813e+00					 1.913e-50	-2.088e+00
ENSG00000171345			 2.080e-84	-1.614e+00	 2.398e-98	-4.392e+00			9.005e-145	-2.136e+00	2.113e-117	-4.995e+00
ENSG00000115687					 2.983e-35	-1.207e+00					 1.270e-55	-1.587e+00
ENSG00000109610					 4.538e-78	-1.928e+00					 1.204e-88	-2.051e+00
ENSG00000186312											 4.495e-52	 1.104e+00
ENSG00000274897											 2.315e-06	-1.257e+00
ENSG00000106819	 2.789e-33	-2.797e+00	3.790e-277	-2.323e+00	8.056e-292	-3.447e+00	 2.456e-24	-2.156e+00	 0.000e+00	-2.452e+00	1.287e-306	-3.617e+00
ENSG00000135736					 8.691e-39	-1.021e+00					 7.305e-53	-1.221e+00
ENSG00000157150					 1.204e-94	-1.858e+00					9.137e-123	-2.315e+00
ENSG00000168916							 1.735e-63	-1.184e+00	1.534e-189	-1.699e+00		
ENSG00000064309			3.238e-230	-2.040e+00	8.580e-172	-3.488e+00			 0.000e+00	-3.070e+00	3.396e-263	-4.218e+00
ENSG00000106701					 2.418e-39	 1.164e+00					 9.205e-38	 1.408e+00
ENSG00000222032	 7.710e-19	 1.517e+00	 1.258e-12	 2.139e+00	 1.892e-05	 2.021e+00	 2.405e-15	 1.748e+00	 8.856e-21	 2.262e+00		
ENSG00000158859	1.333e-150	 1.304e+00	 0.000e+00	 2.491e+00	 1.865e-56	 1.396e+00			 0.000e+00	 2.902e+00		
ENSG00000198431			 1.074e-70	-1.194e+00	 1.140e-61	-1.022e+00						
ENSG00000103196											 4.141e-79	-1.124e+00
ENSG00000235904	 1.253e-07	-1.685e+00	 1.293e-06	-1.478e+00	 4.820e-05	-1.163e+00			 4.687e-12	-1.685e+00		
ENSG00000233895											 3.603e-08	-1.036e+00
ENSG00000166816					 3.160e-31	-2.270e+00			 4.928e-22	-1.271e+00	 1.892e-54	-3.381e+00
ENSG00000187840			 0.000e+00	 2.016e+00					 0.000e+00	 2.403e+00		
ENSG00000213930					 3.076e-45	-1.192e+00						
ENSG00000090971											 1.250e-65	-1.209e+00
ENSG00000164442	5.562e-125	-1.224e+00	5.530e-172	-1.157e+00								
ENSG00000120889					3.449e-229	 1.730e+00					1.508e-309	 2.185e+00
ENSG00000169992									 1.508e-92	-1.028e+00	 2.285e-74	-1.409e+00
ENSG00000266709									 3.196e-07	 1.275e+00		
ENSG00000145632	1.690e-130	-1.110e+00	7.420e-256	-1.391e+00	 0.000e+00	-3.136e+00			 0.000e+00	-1.457e+00	 0.000e+00	-3.421e+00
ENSG00000154736	1.147e-109	-3.082e+00	4.837e-290	-1.817e+00			 2.511e-92	-2.497e+00	 0.000e+00	-3.954e+00	 5.399e-17	-1.101e+00
ENSG00000109686			3.020e-120	-1.034e+00	2.941e-293	-2.291e+00			 0.000e+00	-1.932e+00	 0.000e+00	-3.196e+00
ENSG00000099889			 2.475e-14	-1.160e+00								
ENSG00000272721											 1.867e-05	-2.541e+00
ENSG00000072952	 1.994e-28	-1.789e+00	1.180e-136	-1.570e+00	1.622e-153	-3.344e+00	 2.047e-33	 1.298e+00			3.561e-171	-3.245e+00
ENSG00000101057					 2.989e-86	-4.919e+00			 7.414e-51	 1.077e+00	 1.080e-88	-4.695e+00
ENSG00000139629					 3.028e-27	-1.831e+00					 4.010e-18	-1.288e+00
ENSG00000113657			1.076e-159	 1.137e+00								
ENSG00000196812											 5.192e-07	 1.048e+00
ENSG00000260461					 8.336e-12	-1.280e+00			 7.232e-27	-1.672e+00	 3.256e-16	-1.679e+00
ENSG00000183048					 7.819e-12	-1.348e+00					 4.465e-19	-1.807e+00
ENSG00000076003					 5.439e-54	-1.000e+00					 5.063e-79	-1.435e+00
ENSG00000115252	 1.093e-57	-1.243e+00	7.078e-124	-1.026e+00	3.082e-282	-2.030e+00			 0.000e+00	-1.964e+00	 0.000e+00	-3.576e+00
ENSG00000142046									 8.817e-42	-1.008e+00		
ENSG00000070882					1.304e-135	 1.256e+00					1.414e-206	 1.472e+00
ENSG00000106948			 1.351e-94	 1.288e+00					6.785e-124	 1.140e+00		
ENSG00000135245					 2.414e-26	-1.079e+00						
ENSG00000025434											 3.558e-53	-1.219e+00
ENSG00000090661									 7.887e-29	-1.306e+00		
ENSG00000162892					 4.717e-17	 2.739e+00	6.843e-125	 4.550e+00	 0.000e+00	 5.548e+00	 3.580e-52	 4.061e+00
ENSG00000165424					 7.453e-79	-1.056e+00			2.720e-199	-1.084e+00	1.535e-146	-1.381e+00
ENSG00000125730			 1.028e-74	-1.629e+00	 0.000e+00	-3.492e+00			 4.582e-86	-1.403e+00	 0.000e+00	-3.975e+00
ENSG00000143196			 1.042e-15	 1.980e+00	 4.869e-17	 1.086e+00			 5.077e-13	-2.246e+00	 1.463e-23	-2.462e+00
ENSG00000163507					 3.970e-22	-1.341e+00					 5.593e-24	-1.321e+00
ENSG00000135069	 7.445e-44	 1.038e+00	 0.000e+00	 2.945e+00					 0.000e+00	 3.407e+00		
ENSG00000100065					 9.219e-53	-1.513e+00						
ENSG00000269439			 1.468e-30	 1.463e+00					 1.207e-65	 1.710e+00		
ENSG00000242498											 1.628e-89	-1.191e+00
ENSG00000139832					 9.880e-27	-1.265e+00						
ENSG00000254343	 3.414e-15	-1.466e+00			 3.232e-26	-1.175e+00					 4.498e-67	-1.897e+00
ENSG00000198900					1.004e-145	 1.383e+00					4.430e-192	 1.395e+00
ENSG00000071127									2.111e-158	 1.014e+00		
ENSG00000156804	 9.162e-11	-1.068e+00										
ENSG00000167996											 5.258e-32	 1.072e+00
ENSG00000121931					 2.363e-89	 1.237e+00					4.578e-109	 1.393e+00
ENSG00000271646											 2.117e-07	-1.247e+00
ENSG00000133433					 4.166e-45	-1.756e+00					 2.625e-56	-1.965e+00
ENSG00000005882									5.166e-134	-1.179e+00	 8.302e-52	-1.296e+00
ENSG00000236824											 6.628e-11	 1.565e+00
ENSG00000121039									1.746e-105	-1.352e+00		
ENSG00000188921					 1.997e-47	-1.303e+00					 1.894e-64	-1.552e+00
ENSG00000188626	 5.724e-06	-1.052e+00										
ENSG00000279812											 1.295e-09	-2.416e+00
ENSG00000185340											 3.762e-62	-1.068e+00
ENSG00000142102					3.074e-128	-2.310e+00					3.420e-259	-2.686e+00
ENSG00000152661					2.277e-162	-1.258e+00					2.349e-171	-1.512e+00
ENSG00000056998					 1.229e-31	-2.172e+00					 6.596e-42	-2.480e+00
ENSG00000080986					 4.982e-16	-1.985e+00					 6.121e-18	-2.176e+00
ENSG00000156103					2.126e-183	 1.763e+00					3.503e-117	 1.709e+00
ENSG00000178343	 3.590e-59	-1.052e+00	 0.000e+00	-2.622e+00					6.076e-288	-1.983e+00		
ENSG00000235927	 1.966e-08	-1.421e+00									 2.087e-09	-1.026e+00
ENSG00000145365					 2.021e-33	 1.231e+00					 5.484e-63	 1.631e+00
ENSG00000173575											 1.556e-90	 1.050e+00
ENSG00000112773			1.093e-154	 1.621e+00	 0.000e+00	 3.945e+00			4.310e-136	 1.302e+00	 0.000e+00	 3.998e+00
ENSG00000243364					 7.588e-16	-1.388e+00			 2.176e-17	-1.204e+00	 4.970e-15	-1.269e+00
ENSG00000123416					 6.461e-71	-1.739e+00					 3.518e-39	-1.233e+00
ENSG00000140961											 6.626e-67	 1.653e+00
ENSG00000225177			 1.653e-60	 1.110e+00					5.417e-200	 1.688e+00		
ENSG00000088448									5.353e-122	-1.074e+00		
ENSG00000117602					 9.983e-39	-1.129e+00					 4.901e-40	-1.053e+00
ENSG00000277072											 6.050e-24	-1.045e+00
ENSG00000207110											 1.899e-06	 1.592e+00
ENSG00000137135					 2.921e-13	-3.909e+00					 4.296e-08	-2.095e+00
ENSG00000008118	 2.705e-61	-2.279e+00			 8.531e-15	-1.822e+00	 1.891e-33	-1.544e+00	 3.008e-23	-1.264e+00	 2.304e-24	-2.823e+00
ENSG00000159885					 7.509e-23	 1.247e+00					 2.706e-34	 1.474e+00
ENSG00000276168											1.754e-218	 1.954e+00
ENSG00000059728			 9.615e-66	 1.346e+00	 0.000e+00	 2.101e+00			7.576e-193	 1.569e+00	5.188e-322	 2.157e+00
ENSG00000225614					2.332e-106	-1.222e+00					 1.979e-71	-1.148e+00
ENSG00000168497					1.663e-117	-1.429e+00						
ENSG00000110031									 2.640e-31	 1.128e+00		
ENSG00000241886			 2.902e-06	 1.612e+00	 4.501e-07	 1.983e+00			 5.930e-14	 2.144e+00	 4.658e-06	 1.761e+00
ENSG00000136928					 3.406e-17	-1.251e+00			4.856e-142	 1.631e+00		
ENSG00000110651											2.578e-108	-1.173e+00
ENSG00000267361	 5.558e-15	-1.489e+00					 8.898e-11	-1.267e+00	 5.196e-19	-1.557e+00		
ENSG00000281207			 8.534e-10	 1.183e+00	 6.606e-83	 1.703e+00			1.744e-150	 2.672e+00	 5.369e-67	 1.567e+00
ENSG00000149798									5.977e-152	 1.230e+00		
ENSG00000089505											 1.472e-06	-1.029e+00
ENSG00000198429											 3.787e-18	-1.566e+00
ENSG00000116984					 3.454e-83	-1.049e+00					 7.993e-98	-1.157e+00
ENSG00000142409											 1.547e-69	 1.097e+00
ENSG00000183153	 9.165e-17	-1.235e+00										
ENSG00000162878					 7.020e-78	-1.106e+00					1.131e-215	-1.560e+00
ENSG00000196605											 2.774e-27	-1.168e+00
ENSG00000147251					 6.329e-54	-1.036e+00					 1.386e-86	-1.319e+00
ENSG00000142632					 4.439e-35	-1.014e+00					 5.209e-60	-1.515e+00
ENSG00000189319					 3.673e-79	-1.147e+00					7.596e-133	-1.481e+00
ENSG00000256268									 3.643e-10	 1.628e+00		
ENSG00000136160	6.491e-169	-2.167e+00					 5.376e-88	-1.361e+00	7.460e-265	-1.496e+00	 5.352e-42	-1.000e+00
ENSG00000170469					 3.173e-16	 1.201e+00					 5.889e-34	 1.601e+00
ENSG00000109674					 1.964e-26	-4.217e+00					 9.793e-19	-2.636e+00
ENSG00000196693					 9.167e-38	-1.024e+00						
ENSG00000165716			 4.996e-27	-1.166e+00	 7.779e-81	-3.255e+00					 4.592e-85	-3.115e+00
ENSG00000132561	 1.413e-14	-1.054e+00	2.013e-212	-2.846e+00	1.995e-148	-2.487e+00			4.162e-274	-2.633e+00	1.094e-200	-3.036e+00
ENSG00000100307	 2.577e-23	-1.068e+00	 2.184e-62	-1.113e+00					 3.525e-95	-1.336e+00		
ENSG00000090097											 1.632e-79	-1.066e+00
ENSG00000267201					 3.725e-07	-3.493e+00					 3.590e-05	-2.272e+00
ENSG00000054965											 2.160e-95	-1.028e+00
ENSG00000274627									 2.005e-76	-1.216e+00		
ENSG00000176834											 3.375e-48	-1.086e+00
ENSG00000132386											4.868e-116	-1.311e+00
ENSG00000158825					 9.845e-07	-2.265e+00			 1.026e-08	 1.096e+00	 5.429e-05	-1.638e+00
ENSG00000102897											 1.388e-82	 1.193e+00
ENSG00000216775					 6.310e-14	-1.136e+00					 1.761e-20	-1.484e+00
ENSG00000273284									 9.780e-05	-1.030e+00		
ENSG00000124762					1.200e-308	 2.151e+00					1.200e-310	 2.622e+00
ENSG00000231246											 8.165e-05	-1.233e+00
ENSG00000140876					 3.287e-08	-1.058e+00					 1.678e-18	-1.817e+00
ENSG00000156502					 5.992e-79	 1.217e+00					2.258e-140	 1.526e+00
ENSG00000104267	 6.171e-48	 1.291e+00										
ENSG00000147416					9.575e-107	 1.202e+00					4.899e-162	 1.391e+00
ENSG00000260025					 2.983e-10	-1.457e+00						
ENSG00000124006					2.992e-103	-1.228e+00					2.291e-282	-1.819e+00
ENSG00000253661			 8.407e-06	-1.106e+00							 3.870e-12	 1.098e+00
ENSG00000158006					 3.859e-66	 1.437e+00			 3.520e-39	 1.077e+00	 7.189e-80	 1.479e+00
ENSG00000128203											 5.388e-14	 1.075e+00
ENSG00000274487									 2.996e-19	-1.069e+00		
ENSG00000184445					 3.808e-23	-1.035e+00					 1.333e-26	-1.067e+00
ENSG00000151067	 5.009e-27	 1.041e+00										
ENSG00000153044					 1.562e-06	-1.413e+00					 4.406e-08	-1.429e+00
ENSG00000229833											 1.483e-23	-1.073e+00
ENSG00000024526					 8.396e-16	-1.645e+00					 7.471e-08	-1.039e+00
ENSG00000038427	3.110e-235	 1.493e+00	 0.000e+00	 2.534e+00	 7.947e-43	 1.889e+00			1.880e-180	 1.506e+00		
ENSG00000139514			2.397e-287	 1.902e+00					 0.000e+00	 2.469e+00	 4.749e-77	 1.040e+00
ENSG00000137166			 1.123e-68	 1.105e+00								
ENSG00000136378											 9.128e-74	-1.026e+00
ENSG00000243414					 5.260e-09	-1.091e+00					 5.115e-09	-1.168e+00
ENSG00000075131											 2.032e-16	 1.012e+00
ENSG00000012822									1.233e-163	-1.174e+00	3.147e-123	-1.164e+00
ENSG00000150551	 3.723e-91	 1.770e+00					1.168e-110	 1.819e+00	 3.852e-20	 1.279e+00		
ENSG00000196428					 1.707e-83	 1.011e+00						
ENSG00000136371											 5.523e-15	 1.164e+00
ENSG00000163808					 1.921e-11	-1.714e+00					 2.458e-13	-1.948e+00
ENSG00000130653	 1.086e-13	-1.158e+00	 2.262e-71	-1.143e+00	 2.581e-85	-1.694e+00			5.204e-248	-2.447e+00	1.190e-225	-2.965e+00
ENSG00000138030									 9.626e-13	-1.640e+00		
ENSG00000246985											 4.604e-14	-1.005e+00
ENSG00000262580	 2.203e-23	-1.769e+00					 2.027e-13	-1.240e+00			 1.107e-26	 1.190e+00
ENSG00000142945					 3.968e-20	-1.818e+00			 1.532e-47	 1.029e+00	 3.438e-22	-1.862e+00
ENSG00000104998											 2.868e-19	-1.788e+00
ENSG00000087076					 4.041e-35	-1.121e+00			 1.598e-80	-1.262e+00		
ENSG00000115758					 2.140e-91	 1.514e+00			 0.000e+00	 1.437e+00	7.044e-112	 1.679e+00
ENSG00000117632					 3.099e-52	-1.118e+00					 3.479e-38	-1.058e+00
ENSG00000146828											 6.374e-69	-1.038e+00
ENSG00000121297											3.330e-153	-1.446e+00
ENSG00000196843					 2.413e-90	 1.351e+00					 4.250e-41	 1.192e+00
ENSG00000163462					 5.874e-13	-1.240e+00					 9.400e-20	-1.453e+00
ENSG00000164938									 0.000e+00	-1.667e+00		
ENSG00000183722					5.905e-115	-1.132e+00					1.666e-130	-1.286e+00
ENSG00000157193					 1.103e-57	-1.267e+00						
ENSG00000132031			 1.164e-33	 1.758e+00	 1.081e-18	 1.311e+00			 1.149e-17	 1.192e+00		
ENSG00000153823	 2.033e-44	 1.021e+00	 3.962e-49	 1.334e+00	 4.577e-67	 1.281e+00	 3.694e-80	 1.403e+00	1.452e-202	 2.139e+00	 1.974e-60	 1.379e+00
ENSG00000179859											 3.594e-24	 1.117e+00
ENSG00000196549	 1.729e-83	-1.127e+00			 4.563e-98	 1.138e+00					7.196e-121	 1.391e+00
